dataset	version	filename	protein_key	normalized_protein_key	mutation_entry_count
S_669	base	S_669_pmppn_info_dict.pickle	3g1gA	3g1ga	4
S_669	base	S_669_pmppn_info_dict.pickle	3k82A	3k82a	3
S_669	base	S_669_pmppn_info_dict.pickle	3l15B	3l15b	1
S_669	base	S_669_pmppn_info_dict.pickle	3monB	3monb	2
S_669	base	S_669_pmppn_info_dict.pickle	3o39A	3o39a	6
S_669	base	S_669_pmppn_info_dict.pickle	3s4mA	3s4ma	4
S_669	base	S_669_pmppn_info_dict.pickle	3s92A	3s92a	1
S_669	base	S_669_pmppn_info_dict.pickle	4bjxA	4bjxa	1
S_669	base	S_669_pmppn_info_dict.pickle	4buqA	4buqa	2
S_669	base	S_669_pmppn_info_dict.pickle	4he7A	4he7a	3
S_669	base	S_669_pmppn_info_dict.pickle	4n6v0	4n6v0	3
S_669	base	S_669_pmppn_info_dict.pickle	4waaA	4waaa	3
S_669	base	S_669_pmppn_info_dict.pickle	4yeeA	4yeea	1
S_669	base	S_669_pmppn_info_dict.pickle	4yefA	4yefa	1
S_669	base	S_669_pmppn_info_dict.pickle	5jxbA	5jxba	2
S_669	base	S_669_pmppn_info_dict.pickle	5oaqA	5oaqa	1
S_669	base	S_669_pmppn_info_dict.pickle	5vp3A	5vp3a	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1a0fA	1a0fa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1a7vA	1a7va	13
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1ba3A	1ba3a	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1bfmA	1bfma	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1bnlA	1bnla	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1d5gA	1d5ga	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1divA	1diva	50
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1dxxA	1dxxa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1ekgA	1ekga	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1f8iA	1f8ia	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1fh5H	1fh5h	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1frdA	1frda	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1ft8A	1ft8a	13
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1fxaA	1fxaa	11
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1g3pA	1g3pa	27
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1gluA	1glua	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1guaB	1guab	49
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1gwyA	1gwya	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1h0xA	1h0xa	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1hcqA	1hcqa	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1iojA	1ioja	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1ir3A	1ir3a	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1itmA	1itma	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1iv7B	1iv7b	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1iv9A	1iv9a	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1j8iA	1j8ia	6
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1jl9A	1jl9a	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1jlvA	1jlva	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1l6hA	1l6ha	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1lvmA	1lvma	5
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1n18A	1n18a	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1n88A	1n88a	17
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1nm1A	1nm1a	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1o1uA	1o1ua	6
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1o6xA	1o6xa	20
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1osiA	1osia	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1pflA	1pfla	5
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1preA	1prea	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1prgA	1prga	7
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1r2yA	1r2ya	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1r6rA	1r6ra	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1spdA	1spda	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1x0jA	1x0ja	7
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1xwsA	1xwsa	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1xxnA	1xxna	5
S_669	V2	S_669_pmppn_info_dict_V2.pickle	1xzoA	1xzoa	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2arfA	2arfa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2bjdA	2bjda	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2c9qA	2c9qa	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2clrB	2clrb	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2dvvA	2dvva	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2h3fA	2h3fa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2hbbA	2hbba	46
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2jieA	2jiea	51
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2jucA	2juca	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2kj3A	2kj3a	9
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2ks4A	2ks4a	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2ltbA	2ltba	6
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2m5sA	2m5sa	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2mpcA	2mpca	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2n7zA	2n7za	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2nteA	2ntea	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2ouoA	2ouoa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2pr5A	2pr5a	17
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2ptlA	2ptla	68
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2rpnA	2rpna	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2vy0A	2vy0a	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2wqgA	2wqga	29
S_669	V2	S_669_pmppn_info_dict_V2.pickle	2ztaA	2ztaa	8
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3bciA	3bcia	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3bn0A	3bn0a	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3c2iA	3c2ia	12
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3d2aA	3d2aa	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3d3bA	3d3ba	5
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3dv0I	3dv0i	31
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3ecuA	3ecua	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3fisA	3fisa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3g1gA	3g1ga	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3k82A	3k82a	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3l15B	3l15b	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3monB	3monb	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3o39A	3o39a	6
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3s4mA	3s4ma	4
S_669	V2	S_669_pmppn_info_dict_V2.pickle	3s92A	3s92a	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	4bjxA	4bjxa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	4buqA	4buqa	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	4he7A	4he7a	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	4n6v0	4n6v0	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	4waaA	4waaa	3
S_669	V2	S_669_pmppn_info_dict_V2.pickle	4yeeA	4yeea	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	4yefA	4yefa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	5jxbA	5jxba	2
S_669	V2	S_669_pmppn_info_dict_V2.pickle	5oaqA	5oaqa	1
S_669	V2	S_669_pmppn_info_dict_V2.pickle	5vp3A	5vp3a	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1a0fA	1a0fa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1a7vA	1a7va	13
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1ba3A	1ba3a	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1bfmA	1bfma	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1bnlA	1bnla	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1d5gA	1d5ga	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1divA	1diva	50
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1dxxA	1dxxa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1ekgA	1ekga	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1f8iA	1f8ia	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1fh5H	1fh5h	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1frdA	1frda	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1ft8A	1ft8a	13
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1fxaA	1fxaa	11
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1g3pA	1g3pa	27
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1gluA	1glua	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1guaB	1guab	49
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1gwyA	1gwya	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1h0xA	1h0xa	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1hcqA	1hcqa	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1iojA	1ioja	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1ir3A	1ir3a	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1itmA	1itma	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1iv7B	1iv7b	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1iv9A	1iv9a	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1j8iA	1j8ia	6
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1jl9A	1jl9a	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1jlvA	1jlva	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1l6hA	1l6ha	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1lvmA	1lvma	5
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1n18A	1n18a	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1n88A	1n88a	17
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1nm1A	1nm1a	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1o1uA	1o1ua	6
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1o6xA	1o6xa	20
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1osiA	1osia	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1pflA	1pfla	5
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1preA	1prea	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1prgA	1prga	7
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1r2yA	1r2ya	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1r6rA	1r6ra	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1spdA	1spda	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1x0jA	1x0ja	7
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1xwsA	1xwsa	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1xxnA	1xxna	5
S_669	V3	S_669_pmppn_info_dict_V3.pickle	1xzoA	1xzoa	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2arfA	2arfa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2bjdA	2bjda	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2c9qA	2c9qa	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2clrB	2clrb	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2dvvA	2dvva	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2h3fA	2h3fa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2hbbA	2hbba	46
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2jieA	2jiea	51
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2jucA	2juca	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2kj3A	2kj3a	9
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2ks4A	2ks4a	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2ltbA	2ltba	6
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2m5sA	2m5sa	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2mpcA	2mpca	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2n7zA	2n7za	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2nteA	2ntea	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2ouoA	2ouoa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2pr5A	2pr5a	17
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2ptlA	2ptla	68
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2rpnA	2rpna	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2vy0A	2vy0a	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2wqgA	2wqga	29
S_669	V3	S_669_pmppn_info_dict_V3.pickle	2ztaA	2ztaa	8
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3bciA	3bcia	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3bn0A	3bn0a	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3c2iA	3c2ia	12
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3d2aA	3d2aa	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3d3bA	3d3ba	5
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3dv0I	3dv0i	31
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3ecuA	3ecua	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3fisA	3fisa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3g1gA	3g1ga	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3k82A	3k82a	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3l15B	3l15b	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3monB	3monb	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3o39A	3o39a	6
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3s4mA	3s4ma	4
S_669	V3	S_669_pmppn_info_dict_V3.pickle	3s92A	3s92a	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	4bjxA	4bjxa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	4buqA	4buqa	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	4he7A	4he7a	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	4n6v0	4n6v0	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	4waaA	4waaa	3
S_669	V3	S_669_pmppn_info_dict_V3.pickle	4yeeA	4yeea	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	4yefA	4yefa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	5jxbA	5jxba	2
S_669	V3	S_669_pmppn_info_dict_V3.pickle	5oaqA	5oaqa	1
S_669	V3	S_669_pmppn_info_dict_V3.pickle	5vp3A	5vp3a	3
Ssym	base	Ssym_pmppn_info_dict.pickle	1amqA	1amqa	4
Ssym	base	Ssym_pmppn_info_dict.pickle	1bniA	1bnia	13
Ssym	base	Ssym_pmppn_info_dict.pickle	1ceyA	1ceya	3
Ssym	base	Ssym_pmppn_info_dict.pickle	1ey0A	1ey0a	28
Ssym	base	Ssym_pmppn_info_dict.pickle	1ihbA	1ihba	3
Ssym	base	Ssym_pmppn_info_dict.pickle	1iobA	1ioba	1
Ssym	base	Ssym_pmppn_info_dict.pickle	1l63A	1l63a	118
Ssym	base	Ssym_pmppn_info_dict.pickle	1lz1A	1lz1a	61
Ssym	base	Ssym_pmppn_info_dict.pickle	1oh0A	1oh0a	2
Ssym	base	Ssym_pmppn_info_dict.pickle	1rn1C	1rn1c	1
Ssym	base	Ssym_pmppn_info_dict.pickle	1vqbA	1vqba	5
Ssym	base	Ssym_pmppn_info_dict.pickle	2lzmA	2lzma	66
Ssym	base	Ssym_pmppn_info_dict.pickle	2rn2A	2rn2a	18
Ssym	base	Ssym_pmppn_info_dict.pickle	4lyzA	4lyza	14
Ssym	base	Ssym_pmppn_info_dict.pickle	5ptiA	5ptia	5
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1amqA	1amqa	4
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1bniA	1bnia	13
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1ceyA	1ceya	3
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1ey0A	1ey0a	28
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1ihbA	1ihba	3
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1iobA	1ioba	1
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1l63A	1l63a	118
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1lz1A	1lz1a	61
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1oh0A	1oh0a	2
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1rn1C	1rn1c	1
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	1vqbA	1vqba	5
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	2lzmA	2lzma	66
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	2rn2A	2rn2a	18
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	4lyzA	4lyza	14
Ssym	V2	Ssym_pmppn_info_dict_V2.pickle	5ptiA	5ptia	5
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1amqA	1amqa	4
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1bniA	1bnia	13
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1ceyA	1ceya	3
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1ey0A	1ey0a	28
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1ihbA	1ihba	3
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1iobA	1ioba	1
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1l63A	1l63a	118
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1lz1A	1lz1a	61
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1oh0A	1oh0a	2
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1rn1C	1rn1c	1
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	1vqbA	1vqba	5
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	2lzmA	2lzma	66
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	2rn2A	2rn2a	18
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	4lyzA	4lyza	14
Ssym	V3	Ssym_pmppn_info_dict_V3.pickle	5ptiA	5ptia	5
