relative_path	basename	extension	size_bytes	mtime_epoch	mtime_utc	sha256	artifact_class	dataset_hint	role_hint	git_tracked_now	recommended_storage_route	storage_reason	dependency_reference_count	active_or_text_reference_count	commented_reference_count	note_or_generated_reference_count	current_recovery_code_reference_count	historical_notebook_reference_count
S_669_feature_combo_result_dict.pickle	S_669_feature_combo_result_dict.pickle	.pickle	6491	1660818814.035000	2022-08-18T10:33:34.035000+00:00	638f6099fb6ca36c3ef0d9fc35210a7619b594f26a85edf8c4d8438a12f50185	ml_result_summary_pickle	S_669	Saved result-summary dictionary from historical ML experiments.	no	git_lfs_candidate_if_needed_for_number_provenance	Binary result evidence; may help tie manuscript numbers to saved outputs.	9	4	4	1	2	6
S_669_full_feature_dict.pickle	S_669_full_feature_dict.pickle	.pickle	22928543	1660625886.765000	2022-08-16T04:58:06.765000+00:00	ab6ee4a9d9f8b3359e7050e7e165781fcdfbe5762d580e83a1a513edfc2e62b6	full_feature_pickle	S_669	Assembled scalar feature dictionary.	no	git_lfs_candidate_if_needed_for_scalar_feature_lineage	Binary feature evidence; useful for validating scalar feature construction and schema evolution.	13	9	2	2	1	10
S_669_pmppn_info_dict.pickle	S_669_pmppn_info_dict.pickle	.pickle	22466075	1660581736.671000	2022-08-15T16:42:16.671000+00:00	8f08434ea4440777776cd259991d167175da5520ec453e28814f38a5e210d8e6	base_pmpnn_info_pickle	S_669	Early ProteinMPNN-DDG intermediate dictionary from the feature-schema evolution trail.	no	git_lfs_candidate_if_needed_for_lineage	Binary lineage evidence; track only if needed for reproducibility/history comparison.	8	1	6	1	0	7
S_669_pmppn_info_dict_V2.pickle	S_669_pmppn_info_dict_V2.pickle	.pickle	38853566	1661446543.939000	2022-08-25T16:55:43.939000+00:00	ac63e63bc25e5bd571b2c995afd763f5300f141c05902693d617bfdd25c99f8d	v2_pmpnn_info_pickle	S_669	V2 ProteinMPNN-DDG intermediate dictionary from the feature-schema evolution trail.	no	git_lfs_candidate_if_needed_for_lineage	Binary lineage evidence; track only if needed for reproducibility/history comparison.	23	7	15	1	0	22
S_669_pmppn_info_dict_V3.pickle	S_669_pmppn_info_dict_V3.pickle	.pickle	45318104	1661873710.589000	2022-08-30T15:35:10.589000+00:00	7ce92a517bfb0b6377eab82b884baec669a177d85a059afbc8fbc15ba7ef87f9	v3_pmpnn_info_pickle	S_669	Final V3 ProteinMPNN-DDG intermediate dictionary used by final RF notebooks.	yes	git_lfs_candidate_required_for_recovery	High-priority binary evidence for V3 pickle-level reproduction; too large for regular Git.	21	12	2	7	2	12
S_921_full_feature_dict.pickle	S_921_full_feature_dict.pickle	.pickle	32278828	1660627289.733000	2022-08-16T05:21:29.733000+00:00	c17247cb6c79b3557eec97d091e9ab8e335d328580a337f469fea6d162aea295	full_feature_pickle	S_921	Assembled scalar feature dictionary.	no	git_lfs_candidate_if_needed_for_scalar_feature_lineage	Binary feature evidence; useful for validating scalar feature construction and schema evolution.	20	13	2	5	2	12
S_921_pmppn_info_dict.pickle	S_921_pmppn_info_dict.pickle	.pickle	31611020	1660580355.981000	2022-08-15T16:19:15.981000+00:00	cd92a03224d6d3034e44db10076f7cc9e2922e017e2ccbcee3b3be7c7cfb5552	base_pmpnn_info_pickle	S_921	Early ProteinMPNN-DDG intermediate dictionary from the feature-schema evolution trail.	no	git_lfs_candidate_if_needed_for_lineage	Binary lineage evidence; track only if needed for reproducibility/history comparison.	15	5	4	6	2	6
S_921_pmppn_info_dict_V2.pickle	S_921_pmppn_info_dict_V2.pickle	.pickle	55304432	1661443429.548000	2022-08-25T16:03:49.548000+00:00	71d8ba6e81eca4009a73aca458b96b49ad0138c844da4bb49b499ca2a2f2833f	v2_pmpnn_info_pickle	S_921	V2 ProteinMPNN-DDG intermediate dictionary from the feature-schema evolution trail.	no	git_lfs_candidate_if_needed_for_lineage	Binary lineage evidence; track only if needed for reproducibility/history comparison.	14	6	3	5	2	6
S_921_pmppn_info_dict_V3.pickle	S_921_pmppn_info_dict_V3.pickle	.pickle	64760657	1661870524.484000	2022-08-30T14:42:04.484000+00:00	5941620bb56f94056da126d6b544c7796cb5b961d9b358aebd70656419fb7daa	v3_pmpnn_info_pickle	S_921	Final V3 ProteinMPNN-DDG intermediate dictionary used by final RF notebooks.	yes	git_lfs_candidate_required_for_recovery	High-priority binary evidence for V3 pickle-level reproduction; too large for regular Git.	28	13	3	12	3	12
Ssym_full_feature_dict.pickle	Ssym_full_feature_dict.pickle	.pickle	12435907	1660622967.326000	2022-08-16T04:09:27.326000+00:00	400cf1ada7b382ec473c44b7e2bded24cab93e37c0c50fa65035fb72bc41d6a8	full_feature_pickle	Ssym	Assembled scalar feature dictionary.	no	git_lfs_candidate_if_needed_for_scalar_feature_lineage	Binary feature evidence; useful for validating scalar feature construction and schema evolution.	12	9	3	0	0	12
Ssym_pmppn_info_dict.pickle	Ssym_pmppn_info_dict.pickle	.pickle	12187799	1660602194.965000	2022-08-15T22:23:14.965000+00:00	0f53efdaf5a0ead29484c8bff5d0cbaf813f17dbd81b3e988dc34a94d6092da1	base_pmpnn_info_pickle	Ssym	Early ProteinMPNN-DDG intermediate dictionary from the feature-schema evolution trail.	no	git_lfs_candidate_if_needed_for_lineage	Binary lineage evidence; track only if needed for reproducibility/history comparison.	8	1	6	1	0	7
Ssym_pmppn_info_dict_V2.pickle	Ssym_pmppn_info_dict_V2.pickle	.pickle	20991070	1661444561.035000	2022-08-25T16:22:41.035000+00:00	5324be3f6d0e5c06e9587565f2b059d14088cf7b7ae9efff87dc48f2ad1e45e6	v2_pmpnn_info_pickle	Ssym	V2 ProteinMPNN-DDG intermediate dictionary from the feature-schema evolution trail.	no	git_lfs_candidate_if_needed_for_lineage	Binary lineage evidence; track only if needed for reproducibility/history comparison.	10	5	4	1	0	9
Ssym_pmppn_info_dict_V3.pickle	Ssym_pmppn_info_dict_V3.pickle	.pickle	24447664	1661872769.919000	2022-08-30T15:19:29.919000+00:00	eda2f53036452182ce342d89b221202d3578eab5d0fd397c69d0db9ec34c92a2	v3_pmpnn_info_pickle	Ssym	Final V3 ProteinMPNN-DDG intermediate dictionary used by final RF notebooks.	yes	git_lfs_candidate_required_for_recovery	High-priority binary evidence for V3 pickle-level reproduction; too large for regular Git.	26	16	2	8	6	12
dat.xlsx	dat.xlsx	.xlsx	46428	1660162432.803000	2022-08-10T20:13:52.803000+00:00	061482d4566134ea6c2faf7eb3613796de8c008c439a6871a2f9db79d4f89ed6	binary_analysis_artifact		Binary analysis artifact, figure, spreadsheet, or array file.	no	git_lfs_or_regular_git_case_by_case	Small binary evidence can be tracked normally only when stable and useful; otherwise use LFS or regenerate.	16	5	11	0	0	16
feature_combo_model_dict.pickle	feature_combo_model_dict.pickle	.pickle	952599676	1660792267.874000	2022-08-18T03:11:07.874000+00:00	620cfbee4488fb3f2fc29f3f1810eef792c963c2db4841359bdeae9eb4bf7ca4	trained_feature_combo_model_pickle		Saved trained feature-combination model dictionary from historical RF/ML experiments.	no	git_lfs_candidate_after_deep_inspection	Large trained-model artifact; inspect content before deciding whether it is indispensable or rerunnable.	17	5	10	2	3	12
feature_combo_result_dict.pickle	feature_combo_result_dict.pickle	.pickle	6490	1660792220.895000	2022-08-18T03:10:20.895000+00:00	1efed8f9f9e349f6ccff4ce3c5c864fff1d83711a77cc9debb5d5326d43d5b4b	ml_result_summary_pickle		Saved result-summary dictionary from historical ML experiments.	no	git_lfs_candidate_if_needed_for_number_provenance	Binary result evidence; may help tie manuscript numbers to saved outputs.	26	8	16	2	6	18
incremental_feature_result_dict.pickle	incremental_feature_result_dict.pickle	.pickle	3265	1662045393.079000	2022-09-01T15:16:33.079000+00:00	958ab9094fe8d2039c0927f87c32a32e3755c66d09846ab60a1e29f4e8a26010	ml_result_summary_pickle		Saved result-summary dictionary from historical ML experiments.	no	git_lfs_candidate_if_needed_for_number_provenance	Binary result evidence; may help tie manuscript numbers to saved outputs.	38	8	28	2	6	30
list_incremental_feature_result_dict.pickle	list_incremental_feature_result_dict.pickle	.pickle	50451	1662985024.688000	2022-09-12T12:17:04.688000+00:00	4490aa9b235c587845980d46438d8fd452326a4548ddf03bccff16396d65c18b	ml_result_summary_pickle		Saved result-summary dictionary from historical ML experiments.	no	git_lfs_candidate_if_needed_for_number_provenance	Binary result evidence; may help tie manuscript numbers to saved outputs.	18	5	12	1	3	14
res_dict.pickle	res_dict.pickle	.pickle	19866522	1659696864.551000	2022-08-05T10:54:24.551000+00:00	624166c88dcce3f063a77660a13a349109772ef33d6bb7b2f2e31c912a40bbb4	ml_result_summary_pickle		Saved result-summary dictionary from historical ML experiments.	no	git_lfs_candidate_if_needed_for_number_provenance	Binary result evidence; may help tie manuscript numbers to saved outputs.	48	10	38	0	3	45
